"gene_id","count_FOXO3","count_HSF1","count_NFE2L2","ImpulseDE2_padj","ImpulseDE2_response_type","Mfuzz_cluster","Mfuzz_membership","WGCNA_module"
"Pocillopora_acuta_HIv2___TS.g28295.t1",2,0,0,0.042039889458144,"Other",2,0.545325183162925,"ME1"
"Pocillopora_acuta_HIv2___TS.g28301.t1",1,0,1,NA,NA,NA,NA,"ME9"
"Pocillopora_acuta_HIv2___RNAseq.g27424.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27471.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___TS.g10294.t1",1,0,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g27689.t1",1,0,1,NA,NA,NA,NA,"ME4"
"Pocillopora_acuta_HIv2___RNAseq.g27771.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g28017.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g28225.t1",0,1,0,NA,NA,NA,NA,"ME9"
"Pocillopora_acuta_HIv2___RNAseq.g27400.t1",1,0,0,0.000229091071300737,"Transient",1,0.947968620347661,"ME2"
"Pocillopora_acuta_HIv2___TS.g10157.t2",1,0,0,3.14151414759456e-08,"Transient",1,0.928530760567852,"ME12"
"Pocillopora_acuta_HIv2___RNAseq.g27405.t1",0,1,0,5.16238616242098e-12,"Transient",2,0.769336724127741,"ME3"
"Pocillopora_acuta_HIv2___TS.g10164.t1",0,1,0,NA,NA,NA,NA,"ME4"
"Pocillopora_acuta_HIv2___RNAseq.g27408.t1",1,0,0,NA,NA,NA,NA,"ME11"
"Pocillopora_acuta_HIv2___RNAseq.g27410.t1",1,0,0,0.000772012467944128,"Monotonous",4,0.666658524102167,"ME1"
"Pocillopora_acuta_HIv2___TS.g10176.t1",2,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27420.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27429.t1",0,1,0,NA,NA,NA,NA,"ME5"
"Pocillopora_acuta_HIv2___TS.37_t",1,0,0,NA,NA,NA,NA,"ME2"
"Pocillopora_acuta_HIv2___TS.g10192.t2",0,0,1,NA,NA,NA,NA,"ME1"
"Pocillopora_acuta_HIv2___TS.g10199.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27446.t1",0,0,1,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___TS.g10210.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27453.t1",0,0,1,0.0168349812223292,"Other",5,0.519533431735569,"ME3"
"Pocillopora_acuta_HIv2___TS.g10216.t2",0,0,1,NA,NA,NA,NA,"ME5"
"Pocillopora_acuta_HIv2___RNAseq.g27458.t1",0,1,0,0.00465470605492028,"Monotonous",5,0.968931572915596,"ME10"
"Pocillopora_acuta_HIv2___RNAseq.g27461.t1",1,0,0,NA,NA,NA,NA,"ME2"
"Pocillopora_acuta_HIv2___RNAseq.g27462.t1",1,0,0,2.03302777901054e-08,"Transient",NA,NA,"ME5"
"Pocillopora_acuta_HIv2___RNAseq.g27474.t1",1,0,0,0.00120989705089098,"Transient",1,0.723929620922568,"ME2"
"Pocillopora_acuta_HIv2___RNAseq.g27476.t1",0,1,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.97_t",0,0,1,0.00334910416932593,"Other",2,0.758322608599173,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.g27490.t1",0,2,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g27491.t1",0,0,1,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27500.t1",2,1,0,0.0123442498334366,"Other",NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g27505.t1",1,0,0,0.000581399584313903,"Transient",4,0.946285676734969,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.g27508.t1",1,0,0,NA,NA,NA,NA,"ME5"
"Pocillopora_acuta_HIv2___RNAseq.g27510.t1",1,0,0,NA,NA,NA,NA,"ME5"
"Pocillopora_acuta_HIv2___TS.g10272.t1",2,0,0,NA,NA,NA,NA,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.g27516.t1",1,0,0,0.0026527897878401,"Other",4,0.840463638284466,"ME1"
"Pocillopora_acuta_HIv2___TS.g10279.t1b",0,0,1,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g27525.t1",1,1,0,NA,NA,NA,NA,"ME12"
"Pocillopora_acuta_HIv2___RNAseq.g27527.t1",0,1,1,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___RNAseq.g27529.t1",0,1,1,NA,NA,NA,NA,"ME5"
"Pocillopora_acuta_HIv2___TS.g10287.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___TS.g10293.t1a",0,1,0,NA,NA,NA,NA,"ME2"
"Pocillopora_acuta_HIv2___RNAseq.g27547.t1",0,2,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27550.t1",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___TS.g10316.t1",0,1,0,NA,NA,NA,NA,"ME6"
"Pocillopora_acuta_HIv2___RNAseq.g27560.t1",0,1,0,NA,NA,NA,NA,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.g27565.t1",2,0,0,NA,NA,NA,NA,"ME0"
"Pocillopora_acuta_HIv2___TS.g10328.t2",2,0,0,NA,NA,NA,NA,"ME7"
"Pocillopora_acuta_HIv2___TS.g10330.t2",1,0,0,2.89483826046325e-23,"Transient",4,0.677723787983696,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.179_t",1,0,0,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27576.t2",0,1,1,2.50070520984957e-07,"Transient",6,0.782972629524706,"ME13"
"Pocillopora_acuta_HIv2___RNAseq.g27581.t1",0,0,1,NA,NA,NA,NA,"ME21"
"Pocillopora_acuta_HIv2___TS.g10343.t1",1,0,0,0.0260571341616488,"Transient",2,0.792324011872037,"ME1"
"Pocillopora_acuta_HIv2___RNAseq.g27587.t1",0,0,1,NA,NA,NA,NA,"ME3"
"Pocillopora_acuta_HIv2___RNAseq.g27591.t1",0,0,1,3.07536514337328e-07,"Monotonous",6,0.866220010184611,"ME13"
"Pocillopora_acuta_HIv2___RNAseq.g27596.t1",0,2,0,0.000353275367421873,"Transient",NA,NA,"ME17"
"Pocillopora_acuta_HIv2___RNAseq.g27598.t1",1,0,1,NA,NA,NA,NA,"ME17"
