"Plot Title: 10655123"
"#","Date Time, GMT-10:00","Temp, °C (LGR S/N: 10655123, SEN S/N: 10655123)","Intensity, Lux (LGR S/N: 10655123, SEN S/N: 10655123)","Coupler Detached (LGR S/N: 10655123)","Coupler Attached (LGR S/N: 10655123)","Host Connected (LGR S/N: 10655123)","Stopped (LGR S/N: 10655123)","End Of File (LGR S/N: 10655123)"
1,05/19/25 11:46:16 AM,22.046,0.0,,,,,
2,05/19/25 11:46:25 AM,,,Logged,,,,
3,05/19/25 11:51:16 AM,24.641,172.2,,,,,
4,05/19/25 11:56:16 AM,24.835,150.7,,,,,
5,05/19/25 12:01:16 PM,25.028,172.2,,,,,
6,05/19/25 12:06:16 PM,25.125,107.6,,,,,
7,05/19/25 12:11:16 PM,25.125,86.1,,,,,
8,05/19/25 12:16:16 PM,25.125,150.7,,,,,
9,05/19/25 12:21:16 PM,25.125,96.9,,,,,
10,05/19/25 12:26:16 PM,25.125,53.8,,,,,
11,05/19/25 12:31:16 PM,25.222,64.6,,,,,
12,05/19/25 12:36:16 PM,25.222,86.1,,,,,
13,05/19/25 12:41:16 PM,25.125,43.1,,,,,
14,05/19/25 12:46:16 PM,25.125,64.6,,,,,
15,05/19/25 12:51:16 PM,25.222,64.6,,,,,
16,05/19/25 12:56:16 PM,25.222,43.1,,,,,
17,05/19/25 01:01:16 PM,25.125,32.3,,,,,
18,05/19/25 01:06:16 PM,25.125,64.6,,,,,
19,05/19/25 01:11:16 PM,25.125,64.6,,,,,
20,05/19/25 01:16:16 PM,25.222,43.1,,,,,
21,05/19/25 01:21:16 PM,25.222,10.8,,,,,
22,05/19/25 01:26:16 PM,25.222,21.5,,,,,
23,05/19/25 01:31:16 PM,25.125,21.5,,,,,
24,05/19/25 01:36:16 PM,25.125,0.0,,,,,
25,05/19/25 01:41:16 PM,25.125,0.0,,,,,
26,05/19/25 01:46:16 PM,25.222,0.0,,,,,
27,05/19/25 01:51:16 PM,25.222,0.0,,,,,
28,05/19/25 01:56:16 PM,25.125,0.0,,,,,
29,05/19/25 02:01:16 PM,25.125,0.0,,,,,
30,05/19/25 02:06:16 PM,25.125,0.0,,,,,
31,05/19/25 02:11:16 PM,25.222,0.0,,,,,
