gi|119433677|ref|NP_000074.2|	Pocillopora_acuta_HIv2___TS.g5202.t1	46.606	766	369	10	113	872	77	808	0.0	696
gi|155969705|ref|NP_000076.2|	Pocillopora_acuta_HIv2___TS.g5202.t1	43.333	570	310	5	32	599	64	622	3.60e-159	482
gi|4557535|ref|NP_000102.1|	Pocillopora_acuta_HIv2___RNAseq.g3606.t1	31.644	730	463	9	9	727	28	732	3.95e-113	360
gi|32479527|ref|NP_000209.2|	Pocillopora_acuta_HIv2___RNAseq.g6155.t2	39.792	578	266	14	106	628	90	640	1.72e-105	342
gi|4504837|ref|NP_000211.1|	Pocillopora_acuta_HIv2___RNAseq.g7710.t1	41.840	337	176	4	35	362	87	412	6.52e-86	268
gi|4557729|ref|NP_000229.1|	Pocillopora_acuta_HIv2___TS.g9768.t1	44.781	1121	477	29	1	1068	24	1055	0.0	846
gi|4505835|ref|NP_000288.1|	Pocillopora_acuta_HIv2___TS.g11769.t1	51.762	823	361	12	165	958	76	891	0.0	843
gi|4505697|ref|NP_000432.1|	Pocillopora_acuta_HIv2___RNAseq.g3606.t1	34.401	718	439	8	20	727	28	723	1.58e-129	403
gi|90421313|ref|NP_000483.3|	Pocillopora_acuta_HIv2___RNAseq.g9961.t1	32.190	758	435	11	1	712	44	768	7.45e-116	398
gi|4502271|ref|NP_000693.1|	Pocillopora_acuta_HIv2___RNAseq.g18875.t3	74.035	1036	250	3	4	1020	77	1112	0.0	1572
gi|154091314|ref|NP_001007472.2|	Pocillopora_acuta_HIv2___RNAseq.g8338.t1	42.607	1258	623	22	59	1272	30	1232	0.0	933
gi|205360954|ref|NP_001009944.2|	Pocillopora_acuta_HIv2___RNAseq.g20810.t1	23.215	2059	1328	69	1493	3368	1344	3332	2.23e-109	395
gi|61744477|ref|NP_001012680.1|	Pocillopora_acuta_HIv2___RNAseq.g17909.t1	23.022	556	292	20	197	628	21	564	1.38e-27	117
gi|62912487|ref|NP_001017424.1|	Pocillopora_acuta_HIv2___RNAseq.g23930.t1	36.220	254	139	6	53	292	1	245	8.84e-49	169
gi|122937502|ref|NP_001074001.1|	Pocillopora_acuta_HIv2___RNAseq.g18741.t1	38.639	735	386	13	50	779	94	768	8.45e-154	482
gi|157426860|ref|NP_001098718.1|	Pocillopora_acuta_HIv2___RNAseq.g20804.t2	34.331	635	363	18	365	965	207	821	8.49e-94	316
gi|187608791|ref|NP_001120670.1|	Pocillopora_acuta_HIv2___RNAseq.g20804.t2	33.194	720	408	20	84	772	134	811	5.10e-98	323
gi|194733735|ref|NP_001124170.1|	Pocillopora_acuta_HIv2___RNAseq.g5776.t1	31.962	729	409	16	107	804	25	697	2.28e-106	348
gi|205360971|ref|NP_001128577.1|	Pocillopora_acuta_HIv2___RNAseq.g23930.t1	37.383	214	129	1	13	221	7	220	2.76e-44	154
gi|209863026|ref|NP_001129427.1|	Pocillopora_acuta_HIv2___RNAseq.g21407.t1	33.761	702	426	17	80	758	58	743	3.58e-109	353
gi|219689113|ref|NP_001137291.1|	Pocillopora_acuta_HIv2___RNAseq.g16132.t1	48.405	721	320	11	146	852	15	697	0.0	593
gi|537544630|ref|NP_001138775.2|	Pocillopora_acuta_HIv2___RNAseq.g20804.t2	26.567	734	454	19	8	701	121	809	3.88e-75	258
